League,Team,Opponent,TransitionClass,TeamMatchRows,OpponentTotalRows,TransitionRateVsOpponentPct
English Premier League,Bournemouth,Watford,No Recovery,1,10,10.0
English Premier League,Bournemouth,Watford,Protected Lead,1,10,10.0
English Premier League,Bournemouth,Watford,Recovery Draw,1,10,10.0
English Premier League,Bournemouth,Watford,Stable Draw,5,10,50.0
English Premier League,Bournemouth,West Brom,Draw Breakthrough,3,6,50.0
English Premier League,Bournemouth,West Brom,No Recovery,2,6,33.33
English Premier League,Bournemouth,West Brom,Recovery Draw,1,6,16.67
English Premier League,Bournemouth,West Ham,Comeback Win,1,16,6.25
English Premier League,Bournemouth,West Ham,Draw Breakthrough,2,16,12.5
English Premier League,Bournemouth,West Ham,Draw Lost,1,16,6.25
English Premier League,Bournemouth,West Ham,Lead Collapse,1,16,6.25
English Premier League,Bournemouth,West Ham,Lead Slip,2,16,12.5
English Premier League,Bournemouth,West Ham,No Recovery,3,16,18.75
English Premier League,Bournemouth,West Ham,Protected Lead,1,16,6.25
English Premier League,Bournemouth,West Ham,Stable Draw,5,16,31.25
English Premier League,Bournemouth,Wolves,Draw Breakthrough,1,10,10.0
English Premier League,Bournemouth,Wolves,Draw Lost,1,10,10.0
English Premier League,Bournemouth,Wolves,Lead Collapse,1,10,10.0
English Premier League,Bournemouth,Wolves,Lead Slip,1,10,10.0
English Premier League,Bournemouth,Wolves,No Recovery,3,10,30.0
English Premier League,Bournemouth,Wolves,Protected Lead,2,10,20.0
English Premier League,Bournemouth,Wolves,Stable Draw,1,10,10.0
English Premier League,Brentford,Arsenal,Draw Lost,4,8,50.0
English Premier League,Brentford,Arsenal,No Recovery,1,8,12.5
English Premier League,Brentford,Arsenal,Protected Lead,1,8,12.5
English Premier League,Brentford,Arsenal,Stable Draw,2,8,25.0
English Premier League,Brentford,Aston Villa,Draw Breakthrough,1,8,12.5
English Premier League,Brentford,Aston Villa,Draw Lost,1,8,12.5
English Premier League,Brentford,Aston Villa,Lead Collapse,1,8,12.5
English Premier League,Brentford,Aston Villa,No Recovery,2,8,25.0
English Premier League,Brentford,Aston Villa,Recovery Draw,1,8,12.5
English Premier League,Brentford,Aston Villa,Stable Draw,2,8,25.0
English Premier League,Brentford,Bournemouth,Draw Breakthrough,3,6,50.0
English Premier League,Brentford,Bournemouth,Protected Lead,1,6,16.67
English Premier League,Brentford,Bournemouth,Stable Draw,2,6,33.33
English Premier League,Brentford,Brighton,Draw Breakthrough,1,8,12.5
English Premier League,Brentford,Brighton,Draw Lost,2,8,25.0
English Premier League,Brentford,Brighton,No Recovery,1,8,12.5
English Premier League,Brentford,Brighton,Protected Lead,1,8,12.5
English Premier League,Brentford,Brighton,Stable Draw,3,8,37.5
English Premier League,Brentford,Burnley,Draw Breakthrough,1,4,25.0
English Premier League,Brentford,Burnley,No Recovery,2,4,50.0
English Premier League,Brentford,Burnley,Protected Lead,1,4,25.0
English Premier League,Brentford,Chelsea,Draw Breakthrough,2,8,25.0
English Premier League,Brentford,Chelsea,No Recovery,2,8,25.0
English Premier League,Brentford,Chelsea,Protected Lead,1,8,12.5
English Premier League,Brentford,Chelsea,Recovery Draw,1,8,12.5
English Premier League,Brentford,Chelsea,Stable Draw,2,8,25.0
English Premier League,Brentford,Crystal Palace,Draw Breakthrough,1,8,12.5
English Premier League,Brentford,Crystal Palace,Lead Slip,1,8,12.5
English Premier League,Brentford,Crystal Palace,No Recovery,1,8,12.5
English Premier League,Brentford,Crystal Palace,Protected Lead,1,8,12.5
English Premier League,Brentford,Crystal Palace,Stable Draw,4,8,50.0
English Premier League,Brentford,Everton,Comeback Win,1,8,12.5
English Premier League,Brentford,Everton,Draw Lost,2,8,25.0
English Premier League,Brentford,Everton,Lead Slip,1,8,12.5
English Premier League,Brentford,Everton,No Recovery,1,8,12.5
English Premier League,Brentford,Everton,Protected Lead,1,8,12.5
English Premier League,Brentford,Everton,Recovery Draw,1,8,12.5
English Premier League,Brentford,Everton,Stable Draw,1,8,12.5
English Premier League,Brentford,Fulham,Draw Breakthrough,1,6,16.67
English Premier League,Brentford,Fulham,Lead Collapse,2,6,33.33
English Premier League,Brentford,Fulham,No Recovery,1,6,16.67
English Premier League,Brentford,Fulham,Protected Lead,1,6,16.67
English Premier League,Brentford,Fulham,Stable Draw,1,6,16.67
English Premier League,Brentford,Ipswich,Draw Breakthrough,1,2,50.0
English Premier League,Brentford,Ipswich,Protected Lead,1,2,50.0
English Premier League,Brentford,Leeds,Draw Lost,1,4,25.0
English Premier League,Brentford,Leeds,Protected Lead,1,4,25.0
English Premier League,Brentford,Leeds,Recovery Draw,1,4,25.0
English Premier League,Brentford,Leeds,Stable Draw,1,4,25.0
English Premier League,Brentford,Leicester,Lead Slip,1,6,16.67
English Premier League,Brentford,Leicester,No Recovery,2,6,33.33
English Premier League,Brentford,Leicester,Protected Lead,2,6,33.33
English Premier League,Brentford,Leicester,Recovery Draw,1,6,16.67
English Premier League,Brentford,Liverpool,Draw Lost,1,8,12.5
English Premier League,Brentford,Liverpool,No Recovery,5,8,62.5
English Premier League,Brentford,Liverpool,Protected Lead,1,8,12.5
English Premier League,Brentford,Liverpool,Stable Draw,1,8,12.5
English Premier League,Brentford,Luton,Draw Breakthrough,1,2,50.0
English Premier League,Brentford,Luton,Protected Lead,1,2,50.0
English Premier League,Brentford,Man City,Draw Breakthrough,2,8,25.0
English Premier League,Brentford,Man City,Draw Lost,2,8,25.0
English Premier League,Brentford,Man City,No Recovery,3,8,37.5
English Premier League,Brentford,Man City,Stable Draw,1,8,12.5
English Premier League,Brentford,Man United,Draw Lost,1,8,12.5
English Premier League,Brentford,Man United,Lead Collapse,2,8,25.0
English Premier League,Brentford,Man United,No Recovery,2,8,25.0
English Premier League,Brentford,Man United,Protected Lead,2,8,25.0
English Premier League,Brentford,Man United,Stable Draw,1,8,12.5
English Premier League,Brentford,Newcastle,Draw Breakthrough,1,8,12.5
English Premier League,Brentford,Newcastle,Draw Lost,1,8,12.5
English Premier League,Brentford,Newcastle,Lead Collapse,1,8,12.5
English Premier League,Brentford,Newcastle,No Recovery,4,8,50.0
English Premier League,Brentford,Newcastle,Stable Draw,1,8,12.5
English Premier League,Brentford,Norwich,No Recovery,1,2,50.0
English Premier League,Brentford,Norwich,Protected Lead,1,2,50.0
English Premier League,Brentford,Nott'm Forest,Comeback Win,1,6,16.67
English Premier League,Brentford,Nott'm Forest,Draw Breakthrough,1,6,16.67
English Premier League,Brentford,Nott'm Forest,No Recovery,1,6,16.67
English Premier League,Brentford,Nott'm Forest,Protected Lead,1,6,16.67
English Premier League,Brentford,Nott'm Forest,Stable Draw,2,6,33.33
English Premier League,Brentford,Sheffield United,Draw Breakthrough,1,2,50.0
English Premier League,Brentford,Sheffield United,No Recovery,1,2,50.0
English Premier League,Brentford,Southampton,No Recovery,1,6,16.67
English Premier League,Brentford,Southampton,Protected Lead,5,6,83.33
English Premier League,Brentford,Tottenham,Comeback Win,1,8,12.5
English Premier League,Brentford,Tottenham,Lead Collapse,1,8,12.5
English Premier League,Brentford,Tottenham,Lead Slip,1,8,12.5
English Premier League,Brentford,Tottenham,No Recovery,3,8,37.5
English Premier League,Brentford,Tottenham,Stable Draw,2,8,25.0
English Premier League,Brentford,Watford,Comeback Win,1,2,50.0
English Premier League,Brentford,Watford,Protected Lead,1,2,50.0
English Premier League,Brentford,West Ham,Comeback Win,1,8,12.5
English Premier League,Brentford,West Ham,Draw Breakthrough,1,8,12.5
English Premier League,Brentford,West Ham,Lead Slip,1,8,12.5
English Premier League,Brentford,West Ham,No Recovery,1,8,12.5
English Premier League,Brentford,West Ham,Protected Lead,4,8,50.0
English Premier League,Brentford,Wolves,Draw Lost,1,8,12.5
English Premier League,Brentford,Wolves,Lead Slip,1,8,12.5
English Premier League,Brentford,Wolves,No Recovery,2,8,25.0
English Premier League,Brentford,Wolves,Protected Lead,3,8,37.5
English Premier League,Brentford,Wolves,Stable Draw,1,8,12.5
English Premier League,Brighton,Arsenal,Draw Breakthrough,2,16,12.5
English Premier League,Brighton,Arsenal,Draw Lost,3,16,18.75
English Premier League,Brighton,Arsenal,No Recovery,3,16,18.75
English Premier League,Brighton,Arsenal,Protected Lead,3,16,18.75
English Premier League,Brighton,Arsenal,Recovery Draw,3,16,18.75
English Premier League,Brighton,Arsenal,Stable Draw,2,16,12.5
English Premier League,Brighton,Aston Villa,Draw Breakthrough,1,12,8.33
English Premier League,Brighton,Aston Villa,Draw Lost,4,12,33.33
English Premier League,Brighton,Aston Villa,Lead Slip,1,12,8.33
English Premier League,Brighton,Aston Villa,No Recovery,3,12,25.0
English Premier League,Brighton,Aston Villa,Protected Lead,1,12,8.33
English Premier League,Brighton,Aston Villa,Stable Draw,2,12,16.67
English Premier League,Brighton,Bournemouth,Draw Breakthrough,2,12,16.67
English Premier League,Brighton,Bournemouth,Draw Lost,1,12,8.33
English Premier League,Brighton,Bournemouth,No Recovery,4,12,33.33
English Premier League,Brighton,Bournemouth,Protected Lead,4,12,33.33
English Premier League,Brighton,Bournemouth,Stable Draw,1,12,8.33
English Premier League,Brighton,Brentford,Draw Breakthrough,2,8,25.0
English Premier League,Brighton,Brentford,Draw Lost,1,8,12.5
English Premier League,Brighton,Brentford,No Recovery,1,8,12.5
English Premier League,Brighton,Brentford,Protected Lead,1,8,12.5
English Premier League,Brighton,Brentford,Stable Draw,3,8,37.5
English Premier League,Brighton,Burnley,Comeback Win,1,12,8.33
English Premier League,Brighton,Burnley,Draw Breakthrough,1,12,8.33
English Premier League,Brighton,Burnley,Lead Slip,1,12,8.33
English Premier League,Brighton,Burnley,No Recovery,3,12,25.0
English Premier League,Brighton,Burnley,Recovery Draw,1,12,8.33
English Premier League,Brighton,Burnley,Stable Draw,5,12,41.67
English Premier League,Brighton,Cardiff,Draw Lost,1,2,50.0
English Premier League,Brighton,Cardiff,No Recovery,1,2,50.0
English Premier League,Brighton,Chelsea,Draw Breakthrough,1,16,6.25
English Premier League,Brighton,Chelsea,Draw Lost,2,16,12.5
English Premier League,Brighton,Chelsea,No Recovery,7,16,43.75
English Premier League,Brighton,Chelsea,Protected Lead,2,16,12.5
English Premier League,Brighton,Chelsea,Recovery Draw,3,16,18.75
English Premier League,Brighton,Chelsea,Stable Draw,1,16,6.25
English Premier League,Brighton,Crystal Palace,Draw Lost,2,16,12.5
English Premier League,Brighton,Crystal Palace,No Recovery,3,16,18.75
English Premier League,Brighton,Crystal Palace,Protected Lead,4,16,25.0
English Premier League,Brighton,Crystal Palace,Recovery Draw,3,16,18.75
English Premier League,Brighton,Crystal Palace,Stable Draw,4,16,25.0
English Premier League,Brighton,Everton,Draw Breakthrough,2,16,12.5
English Premier League,Brighton,Everton,Draw Lost,2,16,12.5
English Premier League,Brighton,Everton,No Recovery,5,16,31.25
English Premier League,Brighton,Everton,Protected Lead,3,16,18.75
English Premier League,Brighton,Everton,Recovery Draw,1,16,6.25
English Premier League,Brighton,Everton,Stable Draw,3,16,18.75
English Premier League,Brighton,Fulham,Draw Breakthrough,1,10,10.0
English Premier League,Brighton,Fulham,Draw Lost,2,10,20.0
English Premier League,Brighton,Fulham,Lead Collapse,1,10,10.0
English Premier League,Brighton,Fulham,Lead Slip,1,10,10.0
English Premier League,Brighton,Fulham,No Recovery,2,10,20.0
English Premier League,Brighton,Fulham,Recovery Draw,1,10,10.0
English Premier League,Brighton,Fulham,Stable Draw,2,10,20.0
English Premier League,Brighton,Huddersfield,Draw Breakthrough,2,4,50.0
English Premier League,Brighton,Huddersfield,No Recovery,1,4,25.0
English Premier League,Brighton,Huddersfield,Stable Draw,1,4,25.0
English Premier League,Brighton,Ipswich,Draw Breakthrough,1,2,50.0
English Premier League,Brighton,Ipswich,Stable Draw,1,2,50.0
English Premier League,Brighton,Leeds,Draw Breakthrough,1,6,16.67
English Premier League,Brighton,Leeds,Lead Slip,1,6,16.67
English Premier League,Brighton,Leeds,Protected Lead,2,6,33.33
English Premier League,Brighton,Leeds,Stable Draw,2,6,33.33
English Premier League,Brighton,Leicester,Draw Breakthrough,1,14,7.14
English Premier League,Brighton,Leicester,Draw Lost,2,14,14.29
English Premier League,Brighton,Leicester,Lead Collapse,1,14,7.14
English Premier League,Brighton,Leicester,Lead Slip,2,14,14.29
English Premier League,Brighton,Leicester,No Recovery,3,14,21.43
English Premier League,Brighton,Leicester,Protected Lead,1,14,7.14
English Premier League,Brighton,Leicester,Stable Draw,4,14,28.57
English Premier League,Brighton,Liverpool,Comeback Win,1,16,6.25
English Premier League,Brighton,Liverpool,Draw Breakthrough,2,16,12.5
English Premier League,Brighton,Liverpool,Draw Lost,2,16,12.5
English Premier League,Brighton,Liverpool,Lead Collapse,1,16,6.25
English Premier League,Brighton,Liverpool,Lead Slip,1,16,6.25
English Premier League,Brighton,Liverpool,No Recovery,6,16,37.5
English Premier League,Brighton,Liverpool,Recovery Draw,2,16,12.5
English Premier League,Brighton,Liverpool,Stable Draw,1,16,6.25
English Premier League,Brighton,Luton,No Recovery,1,2,50.0
English Premier League,Brighton,Luton,Protected Lead,1,2,50.0
English Premier League,Brighton,Man City,Comeback Win,2,16,12.5
English Premier League,Brighton,Man City,Draw Lost,2,16,12.5
English Premier League,Brighton,Man City,No Recovery,10,16,62.5
English Premier League,Brighton,Man City,Recovery Draw,1,16,6.25
English Premier League,Brighton,Man City,Stable Draw,1,16,6.25
English Premier League,Brighton,Man United,Draw Breakthrough,3,16,18.75
English Premier League,Brighton,Man United,Draw Lost,4,16,25.0
English Premier League,Brighton,Man United,Lead Collapse,1,16,6.25
English Premier League,Brighton,Man United,No Recovery,3,16,18.75
English Premier League,Brighton,Man United,Protected Lead,5,16,31.25
English Premier League,Brighton,Newcastle,Draw Breakthrough,1,16,6.25
English Premier League,Brighton,Newcastle,Lead Slip,2,16,12.5
English Premier League,Brighton,Newcastle,No Recovery,2,16,12.5
English Premier League,Brighton,Newcastle,Protected Lead,5,16,31.25
English Premier League,Brighton,Newcastle,Recovery Draw,1,16,6.25
English Premier League,Brighton,Newcastle,Stable Draw,5,16,31.25
English Premier League,Brighton,Norwich,Draw Breakthrough,1,4,25.0
English Premier League,Brighton,Norwich,Protected Lead,1,4,25.0
English Premier League,Brighton,Norwich,Stable Draw,2,4,50.0
English Premier League,Brighton,Nott'm Forest,Draw Lost,1,6,16.67
English Premier League,Brighton,Nott'm Forest,Lead Slip,1,6,16.67
English Premier League,Brighton,Nott'm Forest,No Recovery,1,6,16.67
English Premier League,Brighton,Nott'm Forest,Protected Lead,2,6,33.33
English Premier League,Brighton,Nott'm Forest,Stable Draw,1,6,16.67
English Premier League,Brighton,Sheffield United,Lead Slip,1,6,16.67
English Premier League,Brighton,Sheffield United,No Recovery,2,6,33.33
English Premier League,Brighton,Sheffield United,Protected Lead,1,6,16.67
English Premier League,Brighton,Sheffield United,Stable Draw,2,6,33.33
English Premier League,Brighton,Southampton,Draw Breakthrough,1,14,7.14
English Premier League,Brighton,Southampton,Draw Lost,3,14,21.43
English Premier League,Brighton,Southampton,Lead Slip,4,14,28.57
English Premier League,Brighton,Southampton,Protected Lead,3,14,21.43
English Premier League,Brighton,Southampton,Recovery Draw,3,14,21.43
English Premier League,Brighton,Stoke,Lead Slip,1,2,50.0
English Premier League,Brighton,Stoke,Recovery Draw,1,2,50.0
English Premier League,Brighton,Swansea,Protected Lead,2,2,100.0
English Premier League,Brighton,Tottenham,Comeback Win,2,16,12.5
English Premier League,Brighton,Tottenham,Draw Breakthrough,1,16,6.25
English Premier League,Brighton,Tottenham,Draw Lost,2,16,12.5
English Premier League,Brighton,Tottenham,Lead Collapse,2,16,12.5
English Premier League,Brighton,Tottenham,No Recovery,5,16,31.25
English Premier League,Brighton,Tottenham,Protected Lead,3,16,18.75
English Premier League,Brighton,Tottenham,Stable Draw,1,16,6.25
English Premier League,Brighton,Watford,Draw Breakthrough,1,8,12.5
English Premier League,Brighton,Watford,No Recovery,1,8,12.5
English Premier League,Brighton,Watford,Protected Lead,3,8,37.5
English Premier League,Brighton,Watford,Recovery Draw,1,8,12.5
English Premier League,Brighton,Watford,Stable Draw,2,8,25.0
English Premier League,Brighton,West Brom,Lead Slip,1,4,25.0
English Premier League,Brighton,West Brom,No Recovery,2,4,50.0
English Premier League,Brighton,West Brom,Protected Lead,1,4,25.0
English Premier League,Brighton,West Ham,Comeback Win,1,16,6.25
English Premier League,Brighton,West Ham,Draw Breakthrough,1,16,6.25
English Premier League,Brighton,West Ham,Lead Slip,1,16,6.25
English Premier League,Brighton,West Ham,No Recovery,1,16,6.25
English Premier League,Brighton,West Ham,Protected Lead,5,16,31.25
English Premier League,Brighton,West Ham,Recovery Draw,2,16,12.5
English Premier League,Brighton,West Ham,Stable Draw,5,16,31.25
English Premier League,Brighton,Wolves,Draw Breakthrough,2,14,14.29
English Premier League,Brighton,Wolves,Lead Collapse,1,14,7.14
English Premier League,Brighton,Wolves,Lead Slip,1,14,7.14
